Command:,vxtractor.pl -h HMMs/SSU/bacteria/ -o aff_Kordia_algicida_V1-V9.fasta -c aff_Kordia_algicida_V1-V9.csv aff_Kordia_algicida.fst
Options:,Don't include HMM in fasta
Sequence,V1leftlong,V1leftshort,V1rightlong,V1rightshort,V2leftlong,V2leftshort,V2rightlong,V2rightshort,V3leftlong,V3leftshort,V3rightlong,V3rightshort,V4leftlong,V4leftshort,V4rightlong,V4rightshort,V5leftlong,V5leftshort,V5rightlong,V5rightshort,V6leftlong,V6leftshort,V6rightlong,V6rightshort,V7leftlong,V7leftshort,V7rightlong,V7rightshort,V8leftlong,V8leftshort,V8rightlong,V8rightshort,V9leftlong,V9leftshort,V9rightlong,V9rightshort,V1,V2,V3,V4,V5,V6,V7,V8,V9
"'unitig_2|quiver PACBIO HGAP 016_016536  aff_Kordia_algicida","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'notfound","'"
